group,names,scores,logfoldchanges,pvals,pvals_adj
3,NKG7,48.504616,,0.0,0.0
3,TRAC,48.35312,,0.0,0.0
3,CCL4,48.15224,,0.0,0.0
3,CD2,46.837215,,0.0,0.0
3,CD8A,46.64037,,0.0,0.0
3,EOMES,43.672573,,0.0,0.0
3,SH2D1A,43.293495,,0.0,0.0
3,FYN,43.263866,,0.0,0.0
3,CD3G,40.883953,,0.0,0.0
3,CXCR4,37.147568,,4.798666262276442e-302,3.838933009821155e-300
3,SLAMF7,35.946648,,5.710522295213004e-283,4.078944496580717e-281
3,GIMAP7,35.533363,,1.5015733240781457e-276,1.0355678097090655e-274
3,IKZF3,35.009113,,1.6349550798145554e-268,9.90881866554276e-267
3,ITM2C,33.77776,,4.184056682646225e-250,2.3244759348034584e-248
3,FYB1,33.14356,,7.012283141482708e-241,3.6906753376224784e-239
3,CD69,33.060764,,1.0895376530417117e-239,5.447688265208559e-238
3,APOBEC3G,32.82523,,2.570945818105058e-236,1.2242599133833615e-234
3,ITM2A,32.50809,,8.194913400821024e-232,3.642183733698232e-230
3,DUSP2,31.181055,,1.9249001274112272e-213,7.856735213923374e-212
3,CRTAM,30.744192,,1.4621617656482875e-207,5.62369909864726e-206
3,ETS1,30.57567,,2.578192196512068e-205,9.548859987081736e-204
3,CD3D,30.474274,,5.713918740255276e-204,2.040685264376884e-202
3,CD96,29.718788,,4.3911801131451966e-194,1.4397311846377694e-192
10,IL32,53.774548,,0.0,0.0
10,FOXP3,53.314014,,0.0,0.0
10,TRAC,48.335495,,0.0,0.0
10,SPOCK2,47.11383,,0.0,0.0
10,TIGIT,39.81245,,0.0,0.0
10,LTB,39.751804,,0.0,0.0
10,TRBC2,38.57989,,0.0,0.0
10,CTLA4,38.376,,0.0,0.0
10,PIM2,37.844994,,0.0,0.0
10,IKZF2,36.44676,,7.742639581377642e-291,1.5485279162755285e-288
10,RGS1,35.475964,,1.154283479004892e-275,2.098697234554349e-273
10,BIRC3,35.402252,,1.5765209311967052e-274,2.6275348853278424e-272
10,TBC1D4,34.998234,,2.3935423777173942e-268,3.682372888795992e-266
10,CD2,34.913662,,4.612554538686376e-267,6.589363626694823e-265
10,CD3E,34.688164,,1.1882409639454792e-263,1.5843212852606391e-261
10,MAF,34.11119,,5.0343603791143245e-255,6.292950473892909e-253
10,ETS1,33.081142,,5.550021901103877e-240,6.529437530710443e-238
10,IL2RB,32.294792,,8.277217718631983e-229,8.712860756454719e-227
10,IL2RG,30.414696,,3.511704230564869e-203,3.511704230564869e-201
10,CD7,30.277956,,2.236701303371959e-201,2.130191717497104e-199
10,IL2RA,29.376297,,1.1029725536747347e-189,9.591065684128128e-188
10,FYN,27.90982,,2.0278411605674978e-171,1.5598778158211526e-169
10,ICOS,27.576166,,2.1494280460386503e-167,1.592168922991593e-165
10,DUSP4,27.532814,,7.10869964597749e-167,5.077642604269636e-165
10,RTKN2,26.719181,,2.8177812473961308e-157,1.943297411997332e-155
