group,names,scores,logfoldchanges,pvals,pvals_adj
15,RPS23P9,-0.0062406114,0.19249976,0.9950207446447864,0.9999498108934952
15,LINC01922,-0.0062406114,0.20567454,0.9950207446447864,0.9999498108934952
15,AC112512.1,-0.0062406114,0.19825745,0.9950207446447864,0.9999498108934952
15,RASA2-IT1,-0.0062406114,0.19477914,0.9950207446447864,0.9999498108934952
15,RN7SL246P,-0.0062406114,0.19982181,0.9950207446447864,0.9999498108934952
15,AC027682.7,-0.0062406114,0.19989091,0.9950207446447864,0.9999498108934952
15,AL357054.1,-0.0062406114,0.21610361,0.9950207446447864,0.9999498108934952
15,RNU1-134P,-0.0062406114,0.19739923,0.9950207446447864,0.9999498108934952
15,POLR3DP1,-0.007488734,0.20246698,0.9940249106384182,0.9999498108934952
15,OR1A1,-0.007488734,0.22533567,0.9940249106384182,0.9999498108934952
15,AL049844.1,-0.007488734,0.22935008,0.9940249106384182,0.9999498108934952
15,RNU6-272P,-0.007488734,0.2196296,0.9940249106384182,0.9999498108934952
15,AC023389.2,-0.007488734,0.22403255,0.9940249106384182,0.9999498108934952
15,AC144833.1,-0.007488734,0.23180395,0.9940249106384182,0.9999498108934952
15,AL132655.2,-0.007488734,0.23892315,0.9940249106384182,0.9999498108934952
15,B3GNTL1P1,-0.007488734,0.20298871,0.9940249106384182,0.9999498108934952
15,TEN1-CDK3,-0.007488734,0.26992807,0.9940249106384182,0.9999498108934952
15,MIR3128,-0.007488734,0.22581758,0.9940249106384182,0.9999498108934952
15,AC245078.2,-0.007488734,0.23486264,0.9940249106384182,0.9999498108934952
15,AC006387.1,-0.007488734,0.2573795,0.9940249106384182,0.9999498108934952
15,AC011676.5,-0.008655745,0.010585129,0.9930938010249132,0.9999498108934952
15,HNRNPA1P40,-0.008667332,0.06917961,0.99308455600998,0.9999498108934952
15,ITPK1-AS1,-0.008736856,0.2571844,0.9930290859399228,0.9999498108934952
15,AP001628.1,-0.008736856,0.24968137,0.9930290859399228,0.9999498108934952
15,AC019226.2,-0.008736856,0.25573117,0.9930290859399228,0.9999498108934952
15,RNU4ATAC18P,-0.008736856,0.26110932,0.9930290859399228,0.9999498108934952
15,RN7SL558P,-0.008736856,0.24151725,0.9930290859399228,0.9999498108934952
15,AC009145.1,-0.008736856,0.2410284,0.9930290859399228,0.9999498108934952
15,AC005391.1,-0.008736856,0.23662005,0.9930290859399228,0.9999498108934952
15,AC026474.1,-0.008736856,0.23920348,0.9930290859399228,0.9999498108934952
15,HAR1A,-0.009915454,0.022424228,0.992088741524881,0.9999498108934952
15,EEF1GP3,-0.0099849785,0.28657693,0.9920332721005016,0.9999498108934952
15,RNU7-181P,-0.0099849785,0.24304155,0.9920332721005016,0.9999498108934952
15,AC010326.3,-0.0099849785,0.2544769,0.9920332721005016,0.9999498108934952
15,FCF1P1,-0.0099849785,0.2473052,0.9920332721005016,0.9999498108934952
15,AL139082.1,-0.0099849785,0.2915207,0.9920332721005016,0.9999498108934952
15,AC073439.1,-0.0099849785,0.2700692,0.9920332721005016,0.9999498108934952
15,AP003025.1,-0.0099849785,0.25097558,0.9920332721005016,0.9999498108934952
15,AC112719.1,-0.0099849785,0.24800853,0.9920332721005016,0.9999498108934952
15,RN7SL767P,-0.0099849785,0.23799038,0.9920332721005016,0.9999498108934952
15,RN7SL587P,-0.0099849785,0.25080004,0.9920332721005016,0.9999498108934952
15,MTND4P21,-0.0099849785,0.2732702,0.9920332721005016,0.9999498108934952
15,AL031320.2,-0.0099849785,0.2310042,0.9920332721005016,0.9999498108934952
15,RPS26P42,-0.0099849785,0.28468415,0.9920332721005016,0.9999498108934952
15,RPL23AP78,-0.0099849785,0.25992417,0.9920332721005016,0.9999498108934952
15,AC009093.7,-0.0099849785,0.24109423,0.9920332721005016,0.9999498108934952
15,AL035404.1,-0.0099849785,0.2854404,0.9920332721005016,0.9999498108934952
15,AC020661.4,-0.0099849785,0.2375097,0.9920332721005016,0.9999498108934952
15,FOXB1,-0.010220036,0.79460365,0.9918457329048276,0.9999498108934952
15,HLA-DQB2,-0.0102399,0.69340366,0.9918298845425948,0.9999498108934952
15,ATP6V1G2,-0.010703394,0.90748954,0.991460090352197,0.9999498108934952
15,SETP2,-0.011233101,0.28404495,0.9910374706713064,0.9999498108934952
15,ACTG1P19,-0.011233101,0.26686808,0.9910374706713064,0.9999498108934952
15,AC097462.2,-0.011233101,0.27802476,0.9910374706713064,0.9999498108934952
15,AC116914.2,-0.011233101,0.28631458,0.9910374706713064,0.9999498108934952
15,AC027544.1,-0.011233101,0.25986066,0.9910374706713064,0.9999498108934952
15,OR8D1,-0.011233101,0.27144963,0.9910374706713064,0.9999498108934952
15,AC092653.1,-0.011233101,0.2625559,0.9910374706713064,0.9999498108934952
15,XIRP1,-0.011257931,0.33261657,0.991017660434541,0.9999498108934952
15,AP003716.1,-0.011277795,0.16441302,0.9910018122491152,0.9999498108934952
15,AC132872.3,-0.012481223,0.27477014,0.9900416832034304,0.9999498108934952
15,AC004014.2,-0.012481223,0.31879315,0.9900416832034304,0.9999498108934952
